Rating,Review
5,"You can also go to my youtube channel - ""Curator Cast"" directly where i reviewed it. There are two video now one review of 7T and another comparison with 7T Pro.Oneplus lives to the user's expectations once again. OP 7T is the best of OP 7 and OP 7 pro at a good price.You can also go to my Youtube channel ""Curator Cast"" to see the full review video.Pros-->beautiful Full HD+ Fluid AMOLED 90Hz display, for punchy colors and smooth transitions plus fluid gaming experience->Snapdragon 855+ chipset, latest in the market with the improvements of 4.2 %in CPU and 15 % in GPU over Snapdragon 855->8 GB LPDDR4X Ram in the base variant itself, means future proof and 15 % faster than previous-gen ram->128 GB UFS 3 inbuilt storage which is 2 times faster than UFS 2.1 storage found in most mobiles, which means faster copy speeds and faster app launch time->Triple camera setup with main camera being 48 MP sony IMX 586 sensor with wide aperture for good low light shots and natural background blur , wide-angle camera for go pro like footage and telephoto lens for best portrait work and macro shots->I have posted three pics of the keyboard from the same distance using three cameras to give you an idea of the field of view->4k 60 fps video capture capability->16MP front camera with 4K video capture @ 30/60 FPS->Oxygen OS is blazing fast and bloatware-free->Back frosted glass pannel looks dope->Warp charger with 30 Watt charger in the box means charges the OnePlus 7T’s 3800 mAh battery to 70% in just half an hour->Protective back cover provided in the box->One of the top phones in Antutu and other scoring platformsCons-->No Headphone Jack, but mainly no adaptor in the box for type c to 3.5 mm->A bit heavy->Camera is one of the best but not consistent like iPhones at all the times->Day by day prices are slowly sliding upSo in short if you want a balanced mobile in hardware, software and price segment with flagship-like performance and smooth user experience this OP 7T is no brainer. The camera performance is great.There are very few phones who give you 95 % of every required feature and user experience in a budget.Press helpful if you found this useful and please go to my youtube channel ""Curator Cast"" to watch the full video.
https://images-na.ssl-images-amazon.com/images/I/611jHhZ4FDL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/619XBWh0hZL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61C0DtfoflL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61CrxO5XrxL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61JtucPQTpL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61ZsS1ptPRL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61bePOmNWbL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61lzkUKoKNL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71dOe5QK5tL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81yBbOG6-lL._SY88.jpg"
5,"Initially my first choice was to go for the rog phone 2 which had similar price pointsBut then I realized that paying money for the things which we are not going to use frequently is madness.Of course in specs the rog phone 2 looks like a heavyweight.But those are for the people who have never used one plus.First of all,I got my 7t on the Amazon's Great Indian festival which gave me a discount of 2000 RS which is equal to the rog phone 2(yes u get a discount for 2k but it was out of stock)Secondly, both phone's do not support sd card,since that I made one plus 7t my cup of tea.There is a difference between the 90hz and the 120hz display.But why pay for those if u are not a professional gamer.The camera on the 7t is way more good than the rog phone 2.The design is made for professionals and not gamers.Then comes the softwareOne plus 7t ships with Android 10 out of the box which is great.This is the first phone to get Android 10 even before the pixel 4.Then comes the battery lifeI have been using this phone for the past 5 days and I barely charge this device if I am using it at 60hz (that's smoother than the k20 pro).For 90hz display u will get a screen on time of around 6 if u are a regular user.For charging speeds, the 7t gets the wrap 30t which is insanely fast. It took me around 58 mins to charge the phone from 0-100 which is definitely the best in the market.Call quality and signal reception is good even when there is no proper signal reception on my brothers k20 pro.Face unlock is faster and the fingerprint reader is also improved.Oxygen 0s!!!!!! Belive me, If u switch to oxygen os,then clearly u will never back off .For a regular user who does gaming very often, the performance is top notch, the snapdragon 855 plus can handle anything at ease.Overall one plus has offered a complete packageFinally,I have no regrets in buying this phone over the rog phone 2........"
5,"Ladies and GentlemanPutting up this review after 1 week of rigorous use of the OnePlus 7T .Firstly, if you have the money and you want to invest in a decent flagship phone and tired of the vivos and MIs of the world...then your search ends here!Presenting 1+7t, the flagship premium phone presented to us by 1+Firstly to start off you are going to love the display...the 90Hz refresh is one beauty of a feature. Powered with sAMOLED display, this phone doesn't leave any stones unturned.It has a nice powereful 8gb RAM that does justice to the phone. In short its an iOS version of AndroidWrap30t powerful charging powers your phone to 70% in less than 30 mins and 100% in less than an hour. The charger is a bit bulky. But you are not going to carrry it all time with ur phone ;). the battery runs for about a day with mediun to high usage.Storage- if youare a heavy user with a lot of gaming and media content, go for the 256gb version. Else 128gb should do the job well.Enhanced features like Digital wellbeing, Zen mode helps u to measure ur screen time and achieve a good mobile-life balanceOxygenOS is smooth and this vomes with a perloaded Oxygen10 OS out of the box.Dolby Atmos surround sound works like a masterpiece. You wont need the full volume most of the times..Pls note- this phone does not have a 3.5mm audio jack. You got to buy a good decent type C to Aux converter OR simply just buy a good Bluetooth headset.The camera is lovely. Pictures are just perfect with the right color balance. Doesn't whitewash ur pix like the mid range phones. It can put up a good show against the latest iPhone variants.The finger print sensor is decent and does its job.The packaging is premium. It is a big box, All RED, with an invite letter, charger, back cover, some stickers.The phone comes with a preloaded glass protector and a premium case with all the cuts at the right places .Betwen 1+7 and 7t, if you are running low on budget and willing to compromise on the Triple camera setup, 30t charging, 90Hz display...Go for the base 1+7 variant.Between 1+7t and pro, go for 7t guys...as this is packed with a much advanced hardware.Guys also look for the 1+7t series launch on Oct 19 before evaluating.Hope you all enjoyed the review. Please hit the like button if this information was helpful.CheersFrom the 1+ Community"
5,"I replaced 3T with this masterpiece 7T. I had been using 3T for the last two and a half years and was planning to continue using it for another one or two years as 3T is still a beast as on date but unfortunately my 3T was dropped in a swimming pool and so i replaced my 3T with this amazing phone. When you are accustomed to using Oxygen OS nothing can replace the feeling and satisfaction. I have been using this 7T for last 3 days and i just want to give a quick overview of likes (which are many) and dislikes ( a very few) as below:Likes:1. Display is amazing with 90 hz refresh rate.2. Android 10 out of the box with new features.3. Excellent photos along with Supermacromode in camera.4. Zen mode with new customizable time periods.5. Butter smooth performance. No lagging or heating at all during multitasking or gaming.Dislikes:1. i am very dissappointed with the Nightscape mode. The picture you take in nightscape is unsatisfactory. Even though the camera manages to take the extra light but it lacks the originality and is less subtle especially when you snap a persons photo in very low light, its felt like colour mush evrywhere. Infact , to my surprise i found that low light photography is very good without using nightscape. Except this, i liked the camera quality very much.2. battery is average may be becoz of the 90 hz refresh rate for e.g on average to heavy usage if i start the day with 100% battery at 7 am , the phone manages to retain 10 to 20% battery by 7 to 8 pm.Anyways , overall i am very happy with the upgrade and glad to be a part of the one plus family again. infact in our family we have OP6, OP6T, OP7 and now OP7T ????????
https://images-na.ssl-images-amazon.com/images/I/61GRj0B1c4L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61o3mw4daIL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/713xM-2oabL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/717TyjtDyKL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/718aFGEnoIL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71JfECfbK3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81oD0+qZp1L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81ysSoIwexL._SY88.jpg"
5,"The experience with the OnePlus 7T is simply smooth and flawless. OnePlus have realised the difference a 90Hz panel makes, which is why they are including it on all their products. And you have to use it to believe it, a screen with 90Hz refresh rate is truly a joy to use (undoubtedly my favourite part of the phone). Coming to battery life, it easily lasts a day and a half for my usage but my usage is not that heavy. I only have to plug it in for 40 mins every morning before I go to work, nothing else ( charging speeds are INSANE). Lastly, as a person who is coming from a phone that was in a much lower price segment, I find the cameras to be more than adequate. However, if you truly want that top of the line camera experience, you may have to look at other flagships. We also know how quick and reliable OnePlus are with software updates and that is yet another great positive with this device. All in all, for 38K, I feel like OnePlus hit the nail on the head with this one. The phone is so slick and a joy to use on a day to day basis and comes with more or less all the bells and whistles you need.P.S: OnePlus is now offering 2 years warranty for models released including and after the 6T. So I guess that's peace of mind assured as well!"
5,Pros : 1. Premium design - all glass and metal build which looks awesome and feels very premium in hand.2. Oxyzen OS - it was the prime reason why I switched from poco F1 to OnePlus and it certainly didn't disappoint. Absolute joy to use this device due to clean and almost stock andriod experience with nice customisations.3. Speakers - The dual stereo speakers are of top notch quality and you will never use in maximum output and still it's more louder than other flagsip devices.4. 90 hertz refresh rate - Another deal maker is this utterly smooth 90 hertz refresh rate which is the best thing in OnePlus devises. Use it to believe it.5. Camera - Better than expected rear facing camera which produces crisp and detailed pictures in both daylight and lowlight conditions. Selfie camera are also good.6. Screen and sensors - The fluid amoled screen is just a treat for the eyes. All the sensors are working blazingly fast like fingerprint sensor and face unlock but missing the ir blaster.Cons: 1. Battery life - Battery life is not that great will last for a day in moderate use. But the warp charger will fill the juices blazingly fast so not a deal breaker.2. Camera bump- although the design is solid and cool but there is a slight tilt when u keep the phone in flat surfaces due to the camera bump.Overall an amazing and allrounder phone from OnePlus. Just close your eyes and buy if u want a premium device in mid range price.P.S. Purchased thru Amazon prime and got SBI disc of 2000.
5,"It’s awesome !! The phone is super smooth and there is no any lag and the camera is outstanding 38k is value for money and the display is super amazing. The camera quality is outstanding it has 2x optical zoom 10x digital zoom and the ultra wide angle is superb !! It works really well on low light with it's new nightscape feature which will optimize the image and gives you the best image in low light . I was really impressed by the video quality which has ultra wide angle support in video mode 2x zoom, 10x zoom , and it even has video stabilization which was really impressive all those mode can be shoot in 1080p 30 fps, and 4k 30 fps, but the ultra wide angle doesn't support in 1080p/ 60 fps, 4k 60 fps. But then I was surprised with 4k 60 fps which is ultra smooth just like iPhone 11 pro video quality. It has the best video quality in this range which no other companies will provide you with this amount of money . It has the best spec in such a low price as compared to other flagship phone . And the performance is on the next level with the combination on snapdragon 855 plus and 90 hz refresh rate and the front firing dual streo speaker with game space and fanatic mode takes gaming experience to the next level which you won't find such experience in any other smartphone in this price range . I wonder why a lot people complaint a lot about the battery when it does gives you decent average with 3800 mAh. I only need to charge for 30 min which gives me almost a day battery life . The charger is super amazing with the wrap 30t which insanely charge in no time . It only takes 54 min to fully charge from dead phone 0% to 100% which is super fast which I have never experienced in any other smartphone in this price segment . My video experience with this phone is incredible with the fluid amoled display it gives you immersive video experience and the dual front firing speaker is so loud and clear which gives the video experience to the next level . The indisplay fingerprint sensor the super . This is my honest review after 3 months of usage .
https://images-na.ssl-images-amazon.com/images/I/61nmEMfiAUL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71NWLe1idCL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71gLGvL+tvL._SY88.jpg"
5,"I have been using the 7T for over a week and this phone by far is the best android phone I have ever used, period. Right from the unboxing, the experience given by OnePlus is different from other brands. I'll divide the review into Pros and Cons and hope they help in making a decision:Pros:1. Display: The display is absolutely delightful to watch movies,videos, play games. The colors are vivid, bright and the flat screen makes it easy for typing and one hand usage.The 90Hz refresh rate though drains the battery faster than usual . So on normal usage, it is better off with 60Hz as no noticeable difference is seen.If you want the phone and display to be even faster than usual (Yes...It is actually possible !!!), activate the developer options on the phone (Click 'build' option 5-7 times) and reduce the animation speeds to 0.5x and see the magic happen.2. The processor: Snapdragon 855+ chipset can pretty much handle almost every app available on the google playstore without breaking a sweat ( maybe generate some heat). Games are just super smooth with default settings being set to HD and the Fnatic and gaming mode only improve it. The processor does tend to warm up over usage and hopefully a software update can sort things out.3. Camera: The camera is by far the best in this price range. I have seen my friends use K20 Pro and Samsung A series phones but this is on another level. Almost DSLR level photos especially at night with nighscape mode and postcard photos with macro mode. Only grouse is that on zooming the photo tends to have little noise but the EIS and HIS take care of this. Ultra wide photos and video(especially the super stable mode) are also seamless and offer great quality and audio.4. Fingerprint scanner: The in display finger print scanner is also very fast and it also detects your finger when the screen is slightly wet also.5. Speakers: The speakers on the phone offer almost portable speaker level quality of sound because of dual speakers. The sound is clear although a little distortion can be seen at higher volumes.6. Charging: True to its name the warp charger charges the phone at warp speed. 0-100% can be charged in just over an hour and around 30-35 mins of charge can easily make the phone last the whole day.7. UFS 3.0: The data transfer on this device is also blazing quick. one can transfer GBs of data in some minutes and the decent storage only adds to the delight.Cons:1. Still no headphone jack: OnePlus has learnt the art of charging more for less. They have removed the 3.5 mm jack from OP6 and it is sorely missed. Type C earphones are expensive and one has to be careful to not lose them. They do not even provide a type c converter as they used to on OP6.2. Battery life: 3800 mah battery with a power hungry SD 855+ processor does not make for a great battery life. It is decent at best. It will run for almost 12-15 hours on moderate usage before charging.3. No converter or earphones: For the price OP is charging, they should have given at least a type c converter leave alone a decent set of earphones when phones at half this thing's price offer earphones.4. The back panel: Although NOT A CON, the back panel is very smooth and slippery and the phone easily falls out of hand. It's recommended to not use the phone without a case.However, all these cons are not much dealbreakers to the experience and the feel that One Plus has given to the 7T. It is much better not only than the 7 but the 7 Pro and 7T Pro as well which are too expensive (almost 12-14K) for what they offer. The 7T offers the best of both and if you have the budget then no other phone comes close to offering the fluid experience of the one plus 7T"
5,"This is my first Oneplus phone and bought this after a looooot of research. Happy to realize that my choice wasn't bad. Yeah, if they release OP8 at a lesser price within next 2 months, it's gonna hurt, but that's the reality these days.Pros:1. Best camera in this range, hands down. There are no second questions as of now. Color profiles vary a little when you switch between cameras but I'm sure next update from oneplus will solve this.2. Fastest phone in this range. ROG 2 is another option but that's for gamers and is not a practical phone for most people.3. Display 90Hz is super fluid. It isn't quad HD unlike 7 pro or 7T pro. But this is the best in this price range.4. Software: Android 10 plus Oxygen OS. I bought this phone for this combo. Best as of now. Zen mode, night mode, reading mode, chromatic mode, greyscale mode, digital wellbeing, dark mode, the list goes on. You name it; this phone has it. Love it 3000.5. Speakers: Beast. Very loud and crisp.6. Design: 20:9 makes it easy to handle. Weight is balanced, can manage most stuff with one hand. Rear can design may be a problem for some. Camera bump isn't an issue at all since everyone is going to use a case. My Moto Z had similar bump, the case takes care of it.7. Battery: I wad skeptic about 3800mah plus 90Hz display combo. But this phone surprised me. Battery life is really good, easily 5.30 to 6hrs SOT depending on your usage in 90Hz. If you are traveling you can always switch to 60Hz for longer life. Plus the super amazing charger. I think few early reviews dint have the latest oxygen update which should have improved the battery life.Cons:1. No 3.5mm output.2. No type-c to 3.5mm converter or type-c headphones in the box: Oneplus could at least give people a 100rs converter for buying a 40k phone. Who wants the useless super fancy box right?3. No IR blaster.4. No notification LED.5. No ""always on"" display.6. No micro sd slot.I can't think of any other con. Will update if I find any.Adding some amazing night mode pics shot by both stock camera and gcam. All these pics were shot at 10PM.Battery screenshot: Dint play any games. Usage was mostly whatsapp, chrome, camera, and youtube. Dark Mode enabled. 90Hz enabled.Edit.Second screenshot: Includes 1hr 37 min pubg, 1hr 15min youtube. Single sim, wifi and 4g data always on, did not use GPS much.
https://images-na.ssl-images-amazon.com/images/I/61NBkUrtfNL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61qqN91MRML._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71VD3nYcVmL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71jWwAcgKLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71kWRr8hxwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71uMTkHkeiL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71whSDvCLAL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81SqIa5Zg1L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81j-1my-IxL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81lmJhtGHSL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81yGKQbVCqL._SY88.jpg"
5,"I am an iphone user since 2012, bought one plus 7t for my wife. She is avid android user and her 3t’s screen fell apart. So i bought ltest flagship for her.I dont care for refresh rate, huge screens specifications etc and my review is simply based on usability of phone. I use it for a whilw, make calls, check calender, watch netflix, use keyboard and judge it. if it doesnt hang its good to go. As simple as that.Pro’s- one plus has introduced gestures in place of generic 3 android buttons, gestures are just like iphone, swipe from bottom to close app, slide hold for multi tasker, slide left to right to go back and so on. Gestures were accurate. So kinda felt like using iphone.One plus has introduced cool animated wallpapers. They are really appealing.Back of phone is slight matte. Looks better than glossy back although a fingerprint magnet.Screen is good, a resolution of 1080pSpeakers are loud.Fluid and smooth.Good night mode and camera lightens selfies.Fast charging.Cons-Camera is ‘okayish’. Cant compare it with iphones camera at all. Although skin was lightened and night mode was good. (Compared to two years old iphone x)Gets slightly heat up during app updation.Size is really huge. Cant use it in single hand at all.Heavy.No headphone in the box.An android.So, if you are an android user, you should go for it. Good for next 3 years. Not much different from previously launched one plus phones."
5,"Oneplus always surpasses expectations as we all know. This phone is build so perfect and beautiful, my iphone user friends are even jealous with the design and make.Pros:# beautifully premium design with glass back and matte but metallic looking glacier finish. I dont like motorised parts like in reno or 7pro design, feel unsafe to me.# processor os ultra fast, finger print reader is fastest i know of, screen is mesmerising though i feel a very little difference as compared to my samsung s7 edge screen, refresh rate i dont know how to make out difference, so no point there tbh.# price rnage is okkay. Not pricey not cheap.# battery life is awesome, considering 90hz refresh rate and samoled display with 855+ processor.# everything else u cna think about is pros only.Cons:# gboard google keyboard is okayish as compared to apple and samsung keyboards, im getting misclicks and misspelled words, accuracy is too much i think, apple has so much optimised keyboards, so does samsung, i think oneplus and google will work on it.# camera performace is just fine in low light tbh, apple 11 will surely shot better pics in low light i think.# i hv watched on youtube about life of back glass, they said it is prone to develop scratches over time, i dont know though, lets see.# headfone jack was removed. My heart broke, its not a good movement, we have senheiser and all 3.5mm headfone jacks, why r u removing these guys, its basic thing, shifting from micro usb to type c usb plug is different thing, but this is not at all fair, we are forced to buy third party connectors which practically ruins the atmos effects, many of us dont like wireless. Thumb down here. As a gesture of goodwill you could provide connector in the box at least, yeah its not there in the box, buy from outside.# no colour option for 256gb version as of now, only glacier blue, not a big issue, but its a bit funky. Not like like for everyone."
5,"Review after ine week of usuage:-Design: The design is gorgeous with glacier blue colour having a gradient finish on the back. The camera module is somewhat a personal prefercence but in 2019 with all phones looking exactly same from back side it does give it a different look. Personally i really like the camera island type design.Screen: The screen is full hd amoled 90hz refresh rate screen. Its again gorgesous to look at,media content looks amazing,and once u start using 90hz refresh rate its dificult to go back to normal 60hz refresh rate. Its something which can be experience d and cant be explained.Camera : The triple camera set up does the job, the main sensor is 48mp sensor which takes great shots in daylight/natural light, ultrawide lens is great for taking wider view and is a superb addition to main camera. Portrait shots have good depth and does a good job at separating object with the background. The best feature has to be the macro mode,it takes some great macro shots ,with subject as close as two inches, all the food bloggers will love this feature .Performance: Fast, performance is just fast ,u throw anything at it it just doesnt lag, multitasking is butter smooth.Battery : battery is decent ,gets almost one full day around 15-17hrs at heavy usuage. But charging is super fast,plug in and u get 0-70 in almost half hour.Over all at this price point ,this phone has top notch specs,and delivers the performace thats expected out of it.Only Asus Rog phone 2 is near and in some cases better than this phone at this orice,but dats a game centric phone and may be not everyones cup of tea.Last words: If u are in market for a new one,under 40k price bracket and want all the flagship features ,great performace and software experience and all round performibg camera...Do go for this phone !!!!
https://images-na.ssl-images-amazon.com/images/I/71-iZLuuAXL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/7149nZKKx7L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71REkOWtCtL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71YLpg2aZPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81+Rjyu8hBL._SY88.jpg"
5,"Love the forested silver color.! Display is just awesome, the finger print scanner and the face unlock combo is so fast that It feels instantaneous on press of the power button, camera and picture quality could be even more better which I hope will be taken care of in upcoming updates, performance wise it's a beast once you enable the developers option and change the animation to 0.5X scale the phone just blazes through, getting solid one day battery after 6.3hrs of gaming(call of duty, pubg), lots of browsing and songs(video) and no heating issues yet, though I doubt it has the cooling unit like oneplus 7 and oneplus 7 pro and oneplus 7t pro. The speakers are way too loud which is a good thing for movies, games and songs, bad thing that even the earpiece at the lowest level of volume is loud enough that the person next to you can hear the conversation pretty accurately in an office or silent environment. Best buy for the money needless to upgrade to oneplus 7t pro and oneplus pro just for the pop-up camera(which can be annoying when you have have face unlock enabled as it will pop up every single time you try to unlock the phone eventually will worn-out the motor lot faster) and higher display resolutions which saves loads of money. Fastest charging I have ever seen. And hardwares specs are all upto the current trend that you don't have to even think of upgrading your phone for a very long time."
5,"POSITIVES.- Display is phenomenal. 90hz display is really outstanding. It is very bright and its the best I have used till date.- Design is awesome. Build looks solid. Colour is beautiful. No issues here since i like the camera setup (& bump) & teardrop notch.- Sound is very good. I love it.- Fingerprint unlock is super fast and had never failed till now. Face unlock is even better.- CAMERA is awesome so far. I like the micromode, nightscape, ultrawide & slow motion. They all take beautiful pics & videos. Sometimes, when its too dark, nightscape lets in too much red & blue light. But, thats minor issue. Overall, enjoying the camera so far. Its a treat.- Call quality is superb.- Included case & screen guard are of very good quality.- CHARGING. Its amazing how less time it takes to charge up fully. Battery lasts a full day easily even after using it pretty heavily..- Oxygen OS is pretty neat and fast. Getting updates regularly. Gestures & customizations are pretty solid.NEGATIVES.- I feel my phone heats up every now & then. Might have heating issues. But, not sure since I used it for only few days now. Im overusing it since its a new mobile. Lets see how it goes.- They should have included headphones of some kind. Or at least that USB C headphone pin.I'd give it a 5/5 since the positives trumps the very few negatives i have/having. Im planning to use the mobile for atleast 3 years. Hope it serves me better."
5,"Design – A Familiar Face With a Dash of NewLet’s start with the design. Users of older Oneplus phones will instantly recognize the front side of the phone. It has the same teardrop notch that the company has provided in every phone since the Oneplus 6T. And honestly, it doesn’t bother me at all. A notch-less design would have been appreciated, but that’s reserved for the “Pro” model.But here’s the big twist- rounded triple-camera layout. Remember Motorola? That’s exactly what the Oneplus 7T looks like, and the “Triple Lens” carved right above the, well, triple-lens system, doesn’t help. At its best, it helps in distinguishing itself from the rest of the lineup. At worst, it sticks out, literally, like a sore thumb. That’s not to say that I haven’t grown into it, but given the Oneplus 7T Pro’s more predictable design, it does get me to ask “Why did Oneplus make it look like this?”The phone sports a single USB-C port which is used for charging using Warp CHarge 30T. The latest update to the charging technology will allow the phone to charge from 0 to 70% in just 30 minutes. And no, that’s not me advertising the charger. It really does work that fast. While wireless charging would have been appreciated, I’m happy with decently fast wired charging if it’s this good. On the flip side, there is no headphone jack. I know, shocker! While most smartphones have ditched the headphone jacks by now, it still stings. Oneplus doesn’t add a USB-C to 3.5mm jack adapter here, so you’ll have to get one on your own if you don’t own a USB-C headphone. However, you can get yourself the Oneplus Bullets, a wireless headphone made by the company itself. We’ll be doing a separate review of that soon, so keep checking this space.Display – 90 Hz Master RaceIf there was one stand out feature on the Oneplus 7 Pro, it was its super smooth display with a refresh rate of 90hz. That combined with its clean android implementation made it one of the smoothest phones to, well, do anything on. Oneplus 7T continues that tradition, with the company promising that all of its future smartphones will implement the same. Other than that, the display is also equipped with HDR10+, so expect deeper blacks when viewing supported content from platforms like YouTube or Netflix. The display is a 6.5-inch FHD OLED screen, with a taller aspect ratio of 2400×1080. While that’s nice, I personally would have preferred a 1440p screen, having come from a Pixel with one. With that said, you can fill up the screen on apps like YouTube, although that does crop out the significant top and bottom parts of the image. If you’re looking for that then you’ll have to look at the Pro offerings. Oh and the display is flat, which while it doesn’t look as good as a curved one in photos, it does make up for being ergonomically easier to use practically.Coming to the 90 Hz refresh rate, I cannot state just how much better the experience of using the phone is because of it. Not only are all animations faster and smoother, but it even affects the readability of content on the screen. Even scrolling rigorously on the app drawer or an article, I could still discern the text that I otherwise couldn’t on a traditional 60Hz screen. And with most of the other phones slowly accepting this glorious change, I cannot wait for it to be implemented across the board. Another thing I hope to see is more games taking advantage of these faster chips and displays. There are even options to change the color space, with user control given a top priority here.The display hides a fingerprint reader under it, and it’s blazing fast. The success rate is pretty high, although it does tend to fail sometimes when the screen is awoken from the double-tap feature. For the most part, I used the facial recognition feature to unlock my phone, which I’ll talk about in the camera section below.Performance – Faster than The FlashWith a Qualcomm Snapdragon 855+ and 8 GB of RAM in it, it’s easy to look at this phone as having very similar specs as most of its competitors. However, there’s one thing those competitors don’t have: Oxygen OS. Longtime users of Oneplus phones will know that Oxygen OS is their custom version of Android, and compared to vanilla Android it comes with a few more customization options. But these extra features are more than just a novelty. Unlike other competitors like, say, Samsung these are features that I can actually see myself using more than once in the honeymoon period. Being able to change everything from the fingerprint animations to the touch gestures are a breeze.With the display being smooth as it is, it also helps that the 855+ (an overclocked 855) can easily keep up with the refresh rate. Animations never drop, and this is especially helpful during gaming. My model comes with a whopping 256GB of storage, which stands for one thing – More media, and in turn- more games. I’m no mobile gamer, but when the experience is this good one can’t help but try their hand at a few of the mobile games that many despise.The phone also has excellent RAM utilization, which translates to more apps being kept in memory for longer. But all this combined with the refresh rate does take a hit on the battery. The 3800 mAH battery gets me till the end of the day just fine, but if I toggle the refresh rate to 60 Hz, it lasts even longer. So for people who’re not comfortable with the newer display features can rest easy. There’s also a new “Video Enhancer” mode which aims to enhance color while playing videos. I personally didn’t find it to be a game-changer, so I turned it off. It generally pushes the colors but only works in certain apps. Other things like Night Mode and Reader Mode are just serviceable.Coming with Android 10 out of the box, Oneplus is aiming to update the firmware more regularly than ever before, and that’s great. The built-in Community app is great for finding peers to solve problems. With the current rate of update delivery, I expect the Oneplus 7T to last till Android 13 (or whatever it’ll be called) at the earliest. As far as community engagement goes, Oneplus is leading the charge here with even extended warranty support for its recent customers!Camera(s) – Three’s a CrowdNow, much has been said about the triple camera lens design on the back of the phone. Love it or hate it, but you can’t change it. What you can change is your POV when clicking a photo. The camera system consists of 48MP main lens (at f/1.6), 12MP telephoto lens (f/2.2) as well as a 16MP Wide-angle lens (f/2.2). It can record up to 60fps at 4K, but other features like slow-motion videos are not present here. The cameras themselves are just fine, but it did leave me wanting more. Having used a Pixel for the last 3 years, I was surprised at the slower shutter response in the main camera app. Hopefully, it’ll be fixed with a software update. Otherwise, I’m gonna have to use GCam here too however I can.Along with that you also get other features like Nightscape, Portrait mode and even a new macro mode, which can snap photos of subjects when the camera is super close to it (up to 2.5 cm). This is one of the most interesting, and unique, features of the camera. Nightscape is similar to, if not as fast as the Pixel’s Night Sight and the portrait mode works just as well. Here are some samples:Coming to the front camera, it’s a 16MP lens that can record up to 1080p, which is fine except when you use it in a high contrast situation. Funnily enough, every time I pointed either the front or the back cameras at such situations, an “HDR” notification popped up on the screen. Thanks Oneplus, I wouldn’t have known.But easily one of the best features of the front-facing camera is face unlock. I’ve used the same feature on a number of other phones but never as fast as it works here. 90% of the time I double tapped to bring up the fingerprint icon, the phone instantly unlocked with facial recognition. While it can get annoying sometimes if you were aiming to just check the notifications, I didn’t mind it. Just keep in mind that it’s not as safe as using biometric authentication. It only works when you’re directly in front of the display, so odds are if you’re holding the phone in that orientation you were going to unlock it anyway.Verdict In conclusion, Oneplus 7T is a great smartphone. While the company has been increasing the phone’s prices every year, their phones can still beat their competitors at relatively affordable prices. The 7T’s design might not be its best, however, the software optimization makes it a breeze to use. With the clean Oxygen OS based on Android 10 & a super smooth 90 Hz screen at a lower price, the Oneplus 7T is at its best when it comes to Pro features for budget pricing.You can read more on TechQuila.co.in
https://images-na.ssl-images-amazon.com/images/I/61BTglr6oRL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61X8OKm9IPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71+v2fDfffL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/716hU8Hvw6L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71ZOg67WBzL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71nuxlsnyHL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71qO9k1qAfL._SY88.jpg"
